passage	node	occurrence	OSMmorph	stemOSM	stemBHS	conjOSM	conjBHS	personOSM	personBHS	genderOSM	genderBHS	numberOSM	numberBHS
Isaiah 46:1	228339	נְשֻׂאֹתֵיכֶ֣ם	HVqsfpc	qal	?	part pass	?	_	_	f	f	p	p
Isaiah 47:13	228741	הברו	HVqp3cp	qal	qal	perfect	part act	3	?	c	m	p	p
Isaiah 49:6	229248	נצירי	HAampc	?	qal	?	part pass	p	?	c	m	?	p
Isaiah 49:23	229551	מֵינִ֣יקֹתַ֔יִךְ	HVhrfpc	hiphil	?	part act	?	_	_	f	f	p	p
Isaiah 49:24	229570	יֻקַּ֥ח	HVPi3ms	pual	hophal	imperfect	imperfect	3	3	m	m	s	s
Isaiah 49:25	229586	יֻקָּ֔ח	HVPi3ms	pual	hophal	imperfect	imperfect	3	3	m	m	s	s
Isaiah 51:9	230034	מְחֹולֶ֥לֶת	HVmrfsc	poel	piel	part act	part act	_	?	f	f	s	s
Isaiah 51:20	230239	מְלֵאִ֥ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Isaiah 52:2	230332	התפתחו	HVtv2mp	hithpael	hithpael	imperative	imperative	2	2	m	f	p	s
Isaiah 52:5	230379	משׁלו	HVqrmsc	qal	qal	part act	part act	_	?	m	m	s	p
Isaiah 52:5	230389	מִנֹּאָֽץ	HVrsmsa	hithpolel	hithpoel	part pass	part act	_	?	m	m	s	s
Isaiah 52:7	230407	נָּאו֨וּ	HVqp3cp	qal	piel	perfect	perfect	3	3	c	?	p	p
Isaiah 53:5	230617	מְחֹלָ֣ל	HVOsmsa	polal	pual	part pass	part pass	_	?	m	m	s	s
Isaiah 54:16	231032	מַשְׁחִ֖ית	HVhrmsa	hiphil	?	part act	?	_	_	m	m	s	s
Isaiah 56:10	231501	צפו	HVqp3cp	qal	qal	perfect	part act	3	?	c	m	p	p
Isaiah 57:8	231680	תִּכְרָת	HVqw2fs	qal	qal	wayyiqtol	wayyiqtol	2	2	f	m	s	s
Isaiah 58:6	232039	שַׁלַּ֤ח	HVpa	piel	piel	inf abs	inf cons	_	?	?	?	?	?
Isaiah 59:5	232300	תִּבָּקַ֥ע	HVqi3fs	qal	niphal	imperfect	imperfect	3	3	f	f	s	s
Isaiah 59:13	232451	הֹרֹ֧ו	HVma	poel	piel	inf abs	inf abs	_	?	?	?	?	?
Isaiah 59:13	232453	הֹגֹ֛ו	HVma	poel	hophal	inf abs	inf abs	_	?	?	?	?	?
Isaiah 61:10	233205	יְעָטָ֑נִי	HVqi3ms	qal	qal	imperfect	perfect	3	3	m	m	s	s
Isaiah 62:3	233284	צנוף	HVqa	qal	?	inf abs	?	_	_	?	m	?	s
Isaiah 63:1	233469	חֲמ֤וּץ	HVqsmsc	qal	?	part pass	?	_	_	m	m	s	s
Isaiah 63:3	233524	אֶגְאָֽלְתִּי	HVhp1cs	hiphil	qal	perfect	imperfect	1	1	c	?	s	s
Isaiah 64:5	233863	נָּ֤בֶל	HVqw1cp	qal	hiphil	wayyiqtol	wayyiqtol	1	1	c	?	p	p
Isaiah 65:9	234110	הֹוצֵאתִ֤י	HVqp1cs	qal	hiphil	perfect	perfect	1	1	c	?	s	s
Isaiah 65:11	234148	שְּׁכֵחִ֖ים	HAampa	?	qal	?	part act	p	?	a	m	?	p
Isaiah 66:12	234709	תְּשָׁעֳשָֽׁעוּ	HVLi2mp	polpal	pual	imperfect	imperfect	2	2	m	m	p	p
Isaiah 66:23	234974	הִשְׁתַּחֲוֹ֥ת	HVtc	hithpael	hishtaphel	inf cons	inf cons	_	?	?	?	?	?
Jeremiah 1:16	235290	יִּֽשְׁתַּחֲו֖וּ	HVtw3mp	hithpael	hishtaphel	wayyiqtol	wayyiqtol	3	3	m	m	p	p
Jeremiah 2:15	235626	נצתה	HVNp3fs	niphal	niphal	perfect	perfect	3	3	f	?	s	p
Jeremiah 2:17	235640	תַּעֲשֶׂה	HVqi2ms	qal	qal	imperfect	imperfect	2	3	m	f	s	s
Jeremiah 2:19	235683	רַ֣ע	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Jeremiah 2:19	235685	מָ֔ר	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Jeremiah 2:20	235701	שָׁבַ֣רְתִּי	HVqp1cs	qal	qal	perfect	perfect	1	2	c	f	s	s
Jeremiah 2:20	235703	נִתַּ֨קְתִּי֙	HVpp1cs	piel	piel	perfect	perfect	1	2	c	f	s	s
Jeremiah 2:33	235940	למדתי	HVpp1cs	piel	piel	perfect	perfect	1	2	c	f	s	s
Jeremiah 2:36	235976	תֵּזְלִ֥י	HVqi2fs	qal	hiphil	imperfect	imperfect	2	2	f	f	s	s
Jeremiah 3:5	236107	דברתי	HVpp1cs	piel	piel	perfect	perfect	1	2	c	f	s	s
Jeremiah 3:19	236442	תקראו	HVqi2mp	qal	qal	imperfect	imperfect	2	2	m	f	p	s
Jeremiah 3:19	236448	תשׁובו	HVqi2mp	qal	qal	imperfect	imperfect	2	2	m	f	p	s
Jeremiah 4:5	236639	ותקעו	HC	?	qal	?	imperative	?	2	?	m	?	p
Jeremiah 4:18	236882	מָ֔ר	HAamsa	?	qal	?	perfect	s	3	a	m	?	s
Jeremiah 4:19	236889	אחולה	HVqh1cs	qal	hiphil	cohortative	imperfect	1	1	c	?	s	s
